46.0678354,11.1275834,Monumento ad Alcide De Gasperi,,monument,,,,,
46.0457872,11.1330899,Teatro Sanbàpolis,,,theatre,,,,
46.0637641,11.1287302,Teatro San Marco,,,theatre,,,,
46.0677293,11.1215698,Fontana dell'Aquila,,yes,drinking_water,,,,
46.0673832,11.1239728,Fontana dei do castradi,,yes,fountain,,,,
46.0660656,11.1255091,Monumento ai Martiri delle Foibe,,memorial,,,,,
46.0670658,11.1269374,Convento di San Francesco,,,place_of_worship,,christian,,
46.0698347,11.1240549,Supercinema Vittoria,,,cinema,,,,
46.0473370,11.1331187,Centro Musica Trento,,,arts_centre,,,,
46.0629480,11.1239090,Fontana dei Delfini,,,fountain,,,,
46.0176738,11.1050694,,,,,pitch,,,
46.1154205,11.1527655,Canopa delle Sette Colonne,,mine,,,,,
46.0621495,11.2371640,Chiesa dei Padri Francescani,,church,place_of_worship,,christian,,
46.0613578,11.1501795,,,,,playground,,,
46.0864848,11.1210680,,,,,playground,,,
46.0494421,11.2188127,Calcara,,ruins,,,,,
46.0483083,11.1239178,,,,,pitch,,,
46.0482103,11.1241188,,,,,playground,,,
46.0506182,11.1401167,Torretta Circolare,,ruins,,,,,
46.0410200,11.1333695,,,,fountain,,,,
46.0425264,11.1475844,,,,fountain,,,,
46.0205649,11.0422601,Centro Fondo alle Viote sul Monte Bondone,,,,sports_centre,,,
46.0485245,11.1450388,,,,fountain,,,,
46.0510294,11.1854155,,,ruins,,,,,
46.0569228,11.2445796,Cros del Tegaz,,wayside_cross,,,,,
46.0542905,11.1330226,Palestra Trim,,,,fitness_centre,,,
46.0618488,11.1709577,,,,fountain,,,,
46.0673135,11.1659799,,,,,playground,,,
46.0678804,11.1231491,,,,,playground,,,
46.0753701,11.2436242,Area archeologica Montesei di Serso,,archaeological_site,,,,,
46.0407002,11.1473417,,,,fountain,,,,
46.0521127,11.1455718,Cappella,,,place_of_worship,,christian,,
46.0492721,11.1439881,Monumento ai caduti,,memorial,,,,,
46.0617679,11.1502192,,,,fountain,,,,
46.0426890,11.2257193,,,wayside_shrine,,,,,
46.0718919,11.1623280,,,,,playground,,,
46.0760281,11.1233448,,,,,playground,,,
46.0795005,11.1146753,,,,,playground,,,
46.0636451,11.0988180,,,wayside_shrine,,,christian,,
46.0616427,11.0913669,,,wayside_cross,,,,,
46.0585507,11.1001560,,,wayside_cross,,,,,
46.0638713,11.1234120,Arco dei Tre Portoni,attraction,yes,,,,,
46.0384565,11.2386087,Lavatoio antico,,,fountain,,,,
46.0658703,11.1319097,Centro Relife,,,,fitness_centre,,,
46.0677131,11.1256533,Juta Wellness Center,,,,fitness_centre,,,
46.0678785,11.1221392,Fontana del Bacchino,,,fountain,,,,
46.0666528,11.1218315,Statua di San Vigilio,,monument,,,,,
46.0820079,11.0454380,,,,fountain,,,,
46.0985348,11.2070236,,,wayside_shrine,,,,,
46.0855668,11.1188142,Monumento ai Caduti di Nassirya,,memorial,,,,,
46.0690872,11.1220564,,,yes,fountain,,,,
46.0749985,11.1236872,,,,fountain,,,,
46.0689007,11.1246282,L'Arsenale,,,community_centre,,,,
46.0574187,11.1263592,,,,,playground,,,
46.0726484,11.1380716,Circolo Pensionati e Anziani San Donà,,,,club,,,
46.0710450,11.1387310,,,wayside_shrine,,,christian,,
46.0734593,11.1336958,,,wayside_shrine,,,,,
46.0720889,11.1325407,X Gesu Spogliato,,wayside_shrine,,,,,
46.0727748,11.1328881,,,wayside_shrine,,,,,
46.0740891,11.1361390,,,wayside_shrine,,,,,
46.0729693,11.1329690,XII Gesù Muore,,wayside_shrine,,,,,
46.0731811,11.1329986,XIII Gesù Deposto dalla T,,wayside_shrine,,,,,
46.0720905,11.1318981,VIII,,wayside_shrine,,,,,
46.0719103,11.1319847,IX Gesù Cade,,wayside_shrine,,,,,
46.0724208,11.1326979,XI Gesù Inchiodato,,wayside_shrine,,,,,
46.0720921,11.1315905,VII,,wayside_shrine,,,,,
46.0693732,11.1300292,,,wayside_shrine,,,christian,,
46.0609178,11.1243456,Giovanna Menegari,,,,dance,,,Scuola di danza classica e moderna
46.0552469,11.1259228,,,,,playground,,,
46.0719915,11.1206692,,,,,playground,,,
46.0721582,11.1201432,Giacomo Bresadola,,monument,,,,,
46.0720474,11.1201807,Giosuè Carducci,,monument,,,,,
46.0722490,11.1203507,Antonio Gazzoletti,,monument,,,,,
46.0717375,11.1198398,Giuseppe Verdi,,monument,,,,,
46.0406025,11.1349846,,,,,playground,,,
46.0634146,11.1259106,,,,,playground,,,
46.0705337,11.1213277,Giovanni Canestrini,,monument,,,,,
46.0694783,11.1185762,,,memorial,,,,,
46.0586491,11.1180305,,,,,playground,,,
46.0723408,11.1208743,,,,fountain,,,,
46.0723782,11.1207609,,,,fountain,,,,
46.0723389,11.1208411,Enrico Conci,,monument,,,,,
46.0712885,11.1207020,Guglielmo Ranzi,,monument,,,,,
46.0703897,11.1204920,Famiglia Trentina,,monument,,,,,
46.0709486,11.1206321,Eusebio Chini,,monument,,,,,
46.0717862,11.1211571,Giovanni Prati,,monument,,,,,
46.0609814,11.1251935,Antonio Rosmini,,monument,,,,,
46.0730684,11.1197430,,,memorial,,,,,
46.0730331,11.1197147,,,memorial,,,,,
46.0719648,11.1209339,Luigi Negrelli,,monument,,,,,
46.0658740,11.1249940,,,memorial,,,,,
46.0770972,11.1195700,,,monument,,,,,
46.0630917,11.1239357,Martino Martini,,monument,,,,,
46.0675519,11.1200759,,,monument,,,,,
46.0671392,11.1200153,Centro Sportivo Life,,,,sports_centre,,,
