 
53.7913685,20.4871310,Cmentarz św. Józefa,,,,,christian,,
53.7766661,20.4970206,Park Kusocińskiego,,,,park,,,
53.7750802,20.5047658,Park Kusocińskiego,,,,park,,,
53.7897497,20.4632118,Rezerwat Mszar,,,,nature_reserve,,,
53.7722651,20.5059937,"Wodne Centrum Rekreacyjno - Sportowe ""Aquasfera""",,,,sports_centre,,,
53.7921541,20.5003109,,,,,pitch,,,
53.7809003,20.4953270,,,,,pitch,,,
53.7642664,20.4294550,,,,,pitch,,,
53.7734652,20.4759993,plac Franklina Delano Roosevelta,,,,park,,,
53.7827907,20.4933913,,,,,playground,,,
53.7840259,20.4516602,,,,,pitch,,,
53.7828489,20.4523825,,,,,pitch,,,
53.7920373,20.4840424,Park przy Rataja,,,,park,,,
53.7947320,20.4805816,Park Jakubowo,,,,park,,,
53.7798316,20.4764696,,,,,pitch,,,
53.7767586,20.4738988,Park Podzamcze,,,,park,,,
53.7774673,20.4685215,,,,,park,,,
53.7708188,20.4632558,,,,,pitch,,,
53.7732613,20.4818212,Park Centralny,,,,park,,,
53.7666995,20.4932894,,,,,pitch,,,
53.7955167,20.4800736,,,,,pitch,,,
53.7938198,20.4809934,,,,fountain,,,,
53.7947633,20.4813719,,,,,playground,,,
53.7897287,20.4844112,,,,,pitch,,,
53.7915067,20.4864188,Kaplica cmentarna św. Józefa,,,,,christian,,
53.7841820,20.4858993,,,,,playground,,,
53.7598880,20.4725984,,,ruins,,,,,
53.7746963,20.4816808,,,,fountain,,,,
53.7730336,20.5094223,,,,,pitch,,,
53.7754487,20.4983705,,,,,pitch,,,
53.7750939,20.4982424,,,,,pitch,,,
53.7813052,20.4531419,,,,,pitch,,,
53.7818601,20.4556740,,,,,playground,,,
53.7730672,20.4440971,Skate Park,,,,recreation_ground,,,
53.7734641,20.4453504,,,,,pitch,,,
53.7773554,20.4478854,,,,,pitch,,,
53.7760885,20.4476989,,,,,pitch,,,
53.7768244,20.4474211,,,,,playground,,,
53.7756209,20.4471449,,,,,playground,,,
53.7777807,20.4501267,,,,,trampoline_park,,,
53.7843220,20.4740902,WMPD Budowlani Olsztyn (Rugby),,,,pitch,,,
53.7774597,20.4992785,,,,,playground,,,
53.7800364,20.4978273,,,,,pitch,,,
53.7686623,20.4768074,,,,,playground,,,
53.7715923,20.4953353,,,,,playground,,,
53.7698544,20.5049488,,,,,pitch,,,
53.7707232,20.5052454,,,,,pitch,,,
53.7782186,20.5106496,,,,,pitch,,,
53.7758593,20.4863770,Plac Andrzeja Wakara,,,,park,,,
53.7759003,20.4859025,Plac Andrzeja Wakara,,,,park,,,
53.7756028,20.4862844,Plac Andrzeja Wakara,,,,park,,,
53.7576650,20.4715633,,,,,pitch,,,
53.7627126,20.4712443,,,,,playground,,,
53.7649820,20.4709920,,,,,playground,,,
53.7646268,20.4706607,,,,,playground,,,
53.7638684,20.4714545,,,,,pitch,,,
53.7637890,20.4709692,,,,,playground,,,
53.7637403,20.4692328,,,,,pitch,,,
53.7643944,20.4686838,,,,,playground,,,
53.7637053,20.4688259,,,,,playground,,,
53.7616243,20.4708505,,,,,playground,,,
53.7624390,20.4705064,,,,,playground,,,
53.7603176,20.4707393,,,,,playground,,,
53.7610166,20.4692187,,,,,playground,,,
53.7613671,20.4690236,,,,,playground,,,
53.7588073,20.4691181,,,,,track,,,
53.7601540,20.4701303,,,,,playground,,,
53.7601291,20.4690313,,,,,playground,,,
53.7593605,20.4723674,,,,,playground,,,
53.7691026,20.5098076,,,,,playground,,,
53.7551185,20.4538628,,,,,pitch,,,
53.7551509,20.4533650,,,,,pitch,,,
53.7600314,20.4549470,,,,,playground,,,
53.7592028,20.4567852,,,,,pitch,,,
53.7608344,20.4606880,,,,,park,,,
