 
55.9427844,-3.2039269,Cameo Picturehouse,,,cinema,,,,
55.9456211,-3.2057617,Odeon,,,cinema,,,,
55.9464558,-3.2061597,Filmhouse,,,cinema,,,,
55.9412502,-3.2182349,Cineworld,,,cinema,,,,
55.9828036,-3.2231283,Royal Forth Yacht Club,,,,marina,,,
55.9705786,-3.2518119,St Paul's RC Church,,,,,christian,,
55.9517511,-3.2076392,Albert Prince Consort,artwork,monument,,,,,
55.9496450,-3.2139291,Robert Viscount Melville,,monument,,,,,
55.9520416,-3.2017312,The Shack,,,nightclub,,,,
55.9515659,-3.1793762,"Robert Fergusson, Scots Poet",,memorial,,,,,
55.9562622,-3.1859008,Vue,,,cinema,,,,
55.9469224,-3.1913043,Greyfriars Bobby,attraction;artwork,memorial,fountain,,,,
55.9844512,-3.2223908,,,,,marina,,,
55.9277925,-3.1196802,Battle of Niddrie Edge,,battlefield,,,,,
55.9292189,-3.1242216,Niddrie Stone,,ruins,,,,,
55.9354423,-3.1315109,Artspace,,,arts_centre,,,,
55.9352993,-3.1317667,,,,theatre,,,,
55.9418792,-3.1484693,,,,,outdoor_seating,,,
55.9023243,-3.2131888,Caiy Stane,,archaeological_site,,,,,
55.9697039,-3.2775429,,,memorial,,,,,
55.9028966,-3.1642422,Balm Well,,archaeological_site,,,,,
55.9384166,-3.2182340,Idara Taleem ul Quran,,,place_of_worship,,muslim,,
55.9492163,-3.0957787,,,,,slipway,,,
55.9557539,-3.1128948,Tower Amusements,,,,amusement_arcade,,,
55.9554933,-3.1127441,The Tower,,monument,,,,,
55.9368505,-3.2110421,Boroughmuir High School Annexe,,,arts_centre,,,,
55.9048041,-3.1580079,Gracemount BMX track,,,,track,,,
55.9460243,-3.1853985,Brassfounders Column,,monument,,,,,
55.9343924,-3.2060025,John Livingston's Tomb,,memorial,,,,,
55.9524243,-3.1136685,Portobello Baptist Church,,,place_of_worship,,christian,,
55.9507194,-3.1949521,Spanish Civil War Memorial,,memorial,,,,,Memorial to the Scots of the International Brigades in the Spanish Civil War
55.9226406,-3.2094180,Hanging Stanes,,archaeological_site,,,,,
55.9481834,-3.1915845,Opium,,,nightclub,,,,
55.9481713,-3.1914790,Sneaky Pete's,,,nightclub,,,,
55.9333279,-3.2139151,Merchiston Tower,,castle,,,,,Birth place of John Napier (Inventor of logarithms)
55.9143268,-3.2887376,,,,,playground,,,
55.9101493,-3.2093123,The Buckstane,attraction,archaeological_site,,,,,
55.9487878,-3.2001566,Mons Meg,attraction,cannon,,,,,
55.9491633,-3.2008221,One O'Clock Gun,attraction,cannon,,,,,
