
51.5291892,-3.0289229,Walnut Tree Farm Park,attraction,,,,,,
51.5860592,-3.1924331,Battlefield Live,attraction,,,,,,
51.5887675,-3.0139665,Fields House,attraction,,,,,,
51.5520365,-3.2384877,Mountain view ranch,attraction,,,,,,Pay-to-enter playground with cafe
51.4952916,-3.3575965,Dyffryn Mawr,attraction,,,,,,
