37.9770692,23.7365378,,artwork,,,,,,
37.9750072,23.7268438,,information,,,,,,
37.9905997,23.7237610,Balasca Hotel,hotel,,,,,,
37.9936887,23.7219502,Diethnes,hotel,,,,,,
37.9753114,23.7194303,,artwork,,,,,,
37.9677702,23.7148029,,information,,,,,,
37.9685667,23.7148700,,artwork,,,,,,
37.9749196,23.7172696,Chameleon,hostel,,,,,,
37.9831112,23.7338224,,artwork,,,,,,
37.9856295,23.7369171,,artwork,,,,,,
37.9860469,23.7359163,Dedicated to the Poor and Homeless around the globe,artwork,,,,,,
37.9848516,23.7358326,,artwork,,,,,,
37.9847439,23.7354333,,artwork,,,,,,
37.9848574,23.7337720,,artwork,,,,,,
37.9836483,23.7345535,,artwork,,,,,,
37.9852863,23.7373352,,artwork,,,,,,
37.9856227,23.7366939,,artwork,,,,,,
37.9862774,23.7357551,,artwork,,,,,,
37.9851567,23.7346072,,artwork,,,,,,
37.9885993,23.7371435,,artwork,,,,,,
37.9882751,23.7362487,,artwork,,,,,,
37.9873579,23.7362516,,artwork,,,,,,
37.9850090,23.7389132,,artwork,,,,,,
37.9888049,23.7372808,,viewpoint,,,,,,
37.9884679,23.7360701,,artwork,,,,,,
37.9879387,23.7365275,,artwork,,,,,,
37.9867557,23.7367670,,artwork,,,,,,
37.9950560,23.7322900,,guest_house,,,,,,
37.9676261,23.7211713,Ηρώο του Μουσαίου,attraction,tomb,,,,,
37.9714075,23.7193798,Ιερό Διός Υψίστου,attraction,ruins,,,zeus_hypsistos,,Rock-cut sanctuary. 50 AD - 250 AD
37.9699551,23.7290777,Αγάλματα από τη Ρωμαϊκή Σκηνή του Θεάτρου του Διονύσου,attraction,archaeological_site,,,,,
37.9783279,23.7484015,,attraction,,,,,,
37.9753435,23.7223258,Emperor Hadrian (117 to 138 AD),artwork,memorial,,,,,
37.9801007,23.7555356,,artwork,,,,,,
37.9698955,23.7450271,,apartment,,,,,,
38.0012022,23.7541046,,viewpoint,,,,,,
37.9737743,23.7330357,Hotel Niki,hotel,,,,,,
37.9882180,23.7265361,,hotel,,,,,,
37.9889062,23.7209761,Graffiti: Knowledge speaks - Wisdom listens,artwork,,,,,,
37.9702506,23.7277422,Γλυπτά Αδριανού,artwork,,,,,,"γλυπτά εποχής Αδριανού τα οποία ενσωματώθηκαν στη ρωμαϊκή σκηνή και παριστάνουν, μεταξύ άλλων, Σάτυρο και Σιληνούς"
37.9933629,23.7072537,,artwork,,,,,,
37.9788935,23.7282823,,artwork,,,,,,
37.9797721,23.7135552,The House,hotel,,,,,,
37.9875778,23.7230839,Athens Lotus Hotel,hotel,,,,,,
37.9891119,23.7250774,,apartment,,,,,,
37.9949131,23.7308240,ΑΒΥΣΣΟΣ,aquarium,,,,,,
37.9771936,23.7512268,,motel,,,,,,
37.9744265,23.7332048,Malliott Xenofontos,hotel,,,,,,
37.9745368,23.7330061,Malliott Apartment,hotel,,,,,,
37.9699138,23.7191804,Αρχαίος Δήμος Κοίλης,information,,,,,,
37.9718760,23.7178081,,information,,,,,,
37.9718029,23.7187676,Μνημείο Πνύκας,information,,,,,,
37.9709517,23.7199433,Ανατολική Στοά,information,,,,,,
37.9708268,23.7175623,,information,,,,,,
37.9679518,23.7162043,"To ""Κοίλον"" του δήμου της Κοίλης",information,,,,,,
37.9707047,23.7191442,,information,,,,,,
37.9699901,23.7202526,Άγιος Δημήτριος Λουμπαρδιάρης - Διαμορφώσεις Δημήτρη Πικιώνη,information,,,,,,
37.9697249,23.7195862,,information,,,,,,
37.9799808,23.7230344,Believe in dreams,artwork,,,,,,
37.9708676,23.7213928,Περιοχή Στενωπού Κολλυτού,information,,,,,,
37.9774321,23.7314181,,artwork,,,,,,
37.9764770,23.7206335,,information,,,,,,
37.9771689,23.7317192,,artwork,,,,,,
37.9768965,23.7506349,,artwork,,,,,,
37.9769374,23.7178428,Bernier Eliades,gallery,,,,,,
37.9784443,23.7248433,,attraction,,,,,,
37.9695691,23.7400123,,information,,,,,,
37.9739726,23.7540978,,guest_house,,,,,,
37.9944547,23.7072931,Ψηφιακό Μουσείο της Ακαδημίας Πλάτωνος,museum,,,,,,
37.9870202,23.7270556,Λωζάνη,hostel,,,,,,
37.9881711,23.7381730,,viewpoint,,,,,,
37.9675514,23.7340297,Ιερό Πανός,information,,,,,,
37.9922439,23.7081671,,information,,,,,,
37.9809921,23.7242989,papa,hotel,,,,,,
37.9808562,23.7210721,,artwork,,,,,,
37.9752945,23.7164151,amjid shb,hotel,,,,,,
37.9722473,23.7233487,Άρειος Πάγος,information,,,,,,
37.9862791,23.7191489,,guest_house,,,,,,
37.9893617,23.7249649,,hotel,,,,,,
37.9846553,23.7199771,,museum,,,,,,
37.9790703,23.7212374,hoteli,hotel,,,,,,
37.9736502,23.7433527,,information,,,,,,
37.9743955,23.7437336,,information,,,,,,
37.9741016,23.7437832,,information,,,,,,
37.9739822,23.7436639,,information,,,,,,
37.9734544,23.7180753,Χιλιομετρικό Σημείο Μηδέν Αθήνας,attraction,,,,,,
37.9711184,23.7276316,Χορηγικό μνημείο Θρασσύλου,attraction,archaeological_site,,,,,Kατέρρευσε από κανονιοβολισμό το 1827. Στους χριστιανικούς χρόνους χρησιμοποιήθηκε ως εκκλησία της Παναγιάς της (Χρυσο)σπηλιώτισσας και διασώζονται στο εωτερικό μεταβυζαντινές αγιογραφίες στους τοίχους.
37.9763395,23.7211427,Θησέας,artwork,,,,,,
37.9955931,23.7302296,Hotel New Victory,hotel,,,,,,
37.9853441,23.7266428,Mansion Hotel,hostel,,,,,,
37.9780702,23.7238182,18 Micon str,hotel,,,,,,
37.9677166,23.7221496,,viewpoint,,,,,,
37.9807926,23.7433105,,viewpoint,,,,,,
37.9923591,23.7080592,,information,,,,,,
37.9849885,23.7202599,ZEUS Apartment,apartment,,,,,,
37.9752889,23.7231886,,artwork,memorial,,,,,
37.9752860,23.7230935,,artwork,memorial,,,,,
37.9752828,23.7229985,,artwork,memorial,,,,,
37.9752908,23.7232817,,artwork,memorial,,,,,
37.9774296,23.7391201,,artwork,,,,,,
37.9863716,23.7549054,,artwork,,,,,,
37.9830799,23.7253438,Gods Hands graffiti,artwork,,,,,,
37.9818734,23.7199734,,hostel,,,,,,
37.9773253,23.7204732,,artwork,,,,,,
37.9796611,23.7234833,Alibi Gallery,gallery,,,,,,
37.9771303,23.7255787,360 degrees hotel,hotel,,,,,,
37.9730378,23.7344392,#the_monument_of_the_unknown_artist,artwork,,,,,,
37.9757767,23.7282964,Plaka,hotel,,,,,,
37.9851913,23.7547731,,artwork,,,,,,
37.9869532,23.7433447,place for staying,apartment,,,,,,
37.9754905,23.7238957,,attraction,,,,,,
37.9750459,23.7240038,,attraction,,,,,,
37.9744358,23.7241202,,attraction,,,,,,
37.9744195,23.7224523,,attraction,,,,,,
37.9751546,23.7223154,,attraction,,,,,,
37.9751425,23.7225123,,attraction,altar,,,,,
37.9744157,23.7269330,,attraction,,,,,,
37.9699348,23.7283968,Πρόπυλο του Ιερού του Διονύσου,attraction,archaeological_site,,,,,
37.9700704,23.7277079,αρχαϊκός ναός Διονύσου,attraction,archaeological_site,,,,,
37.9702386,23.7269591,Χορηγικό μνημείο Νικία,attraction,,,,,,
37.9723514,23.7272985,επιγραφή Περίπατου,attraction,,,,,,
37.9723849,23.7258426,Μυκηναϊκή πηγή,attraction,,,,,,
37.9721940,23.7248993,Πηγή Κλεψύδρα,attraction,,,,,,
37.9710237,23.7260583,,attraction,,,,,,
37.9707431,23.7260453,Βυζαντινή κινστέρνα,attraction,archaeological_site,,,,,
37.9707507,23.7263986,Πρόπυλο,attraction,archaeological_site,,,,,
37.9711305,23.7255029,χαλκουργία,attraction,archaeological_site,,,,,
37.9709732,23.7260523,ιερό της Θέμιδος,attraction,,,,,,
37.9754052,23.7087878,,apartment,,,,,,
37.9697248,23.7314224,,attraction,,,,,,
37.9696667,23.7313941,,attraction,,,,,,
37.9696064,23.7309233,,attraction,,,,,,
37.9746108,23.7198617,,attraction,,,,,,
37.9831838,23.7279240,Athinas Street Inn,hotel,,,,,,
37.9919707,23.7285858,,apartment,,,,,,
37.9769640,23.7222980,,artwork,,,,,,
37.9770662,23.7223389,,artwork,,,,,,
37.9774305,23.7379432,Allouche-Benias Gallery,gallery,,,,,,
37.9926467,23.7307308,,hostel,,,,,,
37.9917662,23.7274860,,apartment,,,,,,
37.9688149,23.7239369,Acropolis View hotel,hotel,,,,,,
37.9678213,23.7424470,,museum,,,,,,
37.9740802,23.7431263,,information,,,,,,
37.9776884,23.7211584,,attraction,,,,,,
37.9754903,23.7256752,,information,,,,,,
37.9757103,23.7413669,,artwork,,,,,,
37.9843207,23.7458418,,viewpoint,,,,,,
37.9746073,23.7507500,Athens Point,apartment,,,,,,
37.9867637,23.7205383,APARTATHENS,apartment,,,,,,Rental apartments
37.9791972,23.7199431,Μουσείο Μακρονήσου,museum,,,,,,
37.9791613,23.7198519,Μουσείο Πολιτικών Εξορίστων Άη Στράτη,museum,,,,,,
