57.1478196,-2.0966755,Everyday Heroes,artwork,,,,,,
57.1390898,-2.1444328,Kepplestone Manor,apartment,,,,,,
57.1436852,-2.1087802,,information,,,,,,
57.1449366,-2.1042573,,information,,,,,,
57.1427793,-2.1116328,,information,,,,,,
57.1657146,-2.1015817,,information,,,,,,
57.1723221,-2.0957483,,information,,,,,,
57.1399175,-2.1138462,,information,,,,,,
57.1565369,-2.1051736,Parcel,artwork,,,,,,
57.1480485,-2.0972275,Residence Inn Aberdeen,hotel,,,,,,
57.1711281,-2.1080917,Sir Robert Benholm Statue,artwork,,,,,,"A statue of Sir Robert Benholm, holding his sword with a dog at his feet."
57.1592611,-2.0867860,Fergie,artwork,,,,,,
57.1445172,-2.0966588,Stagecoach Bus Travel Information Counter,information,,,,,,
57.1681720,-2.1052504,Tree of Life,artwork,,,,,,
57.1674783,-2.1044925,Crocus Ring,attraction,,,,,,
57.1489637,-2.0996736,Aberdeen Science Centre Pop-up Shop,museum,,,,,,
57.1484036,-2.0973656,Denis Law Statue,artwork,,,,,,
57.1489763,-2.0974720,,information,,,,,,
57.1650001,-2.1054603,,information,,,,,,
